image_name,scroll_number,xmin,ymin,xmax,ymax,iou
M40587-1-C,1,505.3066101074219,575.75830078125,737.9363403320312,962.923095703125,0.7398480772972107
M40587-1-C,2,419.4066162109375,682.4078979492188,974.5393676757812,1492.4193115234375,0.16843225061893463
M40587-1-C,3,419.4066162109375,682.4078979492188,974.5393676757812,1492.4193115234375,0.16556082665920258
M40587-1-C,4,1022.3695678710938,767.6886596679688,1428.8111572265625,1171.860107421875,0.5256202816963196
M40587-1-C,5,419.4066162109375,682.4078979492188,974.5393676757812,1492.4193115234375,0.13311515748500824
M40587-1-C,6,419.4066162109375,682.4078979492188,974.5393676757812,1492.4193115234375,0.16467785835266113
M40587-1-C,7,1457.9466552734375,723.0560302734375,1899.1085205078125,1212.3096923828125,0.46119582653045654
M40587-1-C,8,905.2821655273438,1223.7508544921875,1312.155029296875,1484.4691162109375,0.6212384104728699
M40587-1-C,9,1353.38916015625,1207.4500732421875,1750.110595703125,1681.12060546875,0.14963197708129883
M40587-1-C,10,556.3662109375,1531.5445556640625,1159.5660400390625,2072.109619140625,0.5224952101707458
M40587-1-C,11,1457.9466552734375,723.0560302734375,1899.1085205078125,1212.3096923828125,0.38117343187332153
M40587-1-C,12,1001.0717163085938,1498.3302001953125,1246.2796630859375,1798.145263671875,0.7575993537902832
M40587-1-C,13,2002.2108154296875,780.884521484375,2564.66064453125,1183.9036865234375,0.11601603031158447
M40587-1-C,14,1237.966064453125,1509.1650390625,1473.0728759765625,1765.3341064453125,0.5131963491439819
M40587-1-C,15,1353.38916015625,1207.4500732421875,1750.110595703125,1681.12060546875,0.4048216640949249
M40587-1-C,16,975.6353149414062,1853.6390380859375,1248.2591552734375,2422.447509765625,0.7208540439605713
M40587-1-C,17,1949.7781982421875,1083.667724609375,2489.9345703125,1275.7427978515625,0.3175877332687378
M40587-1-C,18,625.1304321289062,2127.611083984375,984.4697875976562,2506.39697265625,0.5389869213104248
M40587-1-C,19,1294.55224609375,1763.7462158203125,1675.8017578125,2379.96142578125,0.7187108397483826
M40587-1-C,20,1963.853515625,1172.456298828125,2616.90478515625,1753.162841796875,0.6093977689743042
M40587-1-C,21,2002.2108154296875,780.884521484375,2564.66064453125,1183.9036865234375,0.29977676272392273
