image_name,scroll_number,xmin,ymin,xmax,ymax,iou
M40587-1-C,1,294.628173828125,535.5658569335938,783.02099609375,983.9055786132812,-1
M40587-1-C,2,505.3066101074219,575.75830078125,737.9363403320312,962.923095703125,-1
M40587-1-C,3,419.4066162109375,682.4078979492188,974.5393676757812,1492.4193115234375,-1
M40587-1-C,4,542.3271484375,757.3924560546875,830.0919189453125,1475.3070068359375,-1
M40587-1-C,5,912.8300170898438,759.52783203125,1430.8203125,1461.8890380859375,-1
M40587-1-C,6,1022.3695678710938,767.6886596679688,1428.8111572265625,1171.860107421875,-1
M40587-1-C,7,1205.466064453125,485.8645324707031,1386.400390625,589.7117309570312,-1
M40587-1-C,8,905.2821655273438,1223.7508544921875,1312.155029296875,1484.4691162109375,-1
M40587-1-C,9,1457.9466552734375,723.0560302734375,1899.1085205078125,1212.3096923828125,-1
M40587-1-C,10,556.3662109375,1531.5445556640625,1159.5660400390625,2072.109619140625,-1
M40587-1-C,11,1226.8743896484375,1091.911865234375,1829.6571044921875,1762.0731201171875,-1
M40587-1-C,12,1077.18603515625,1271.125,1304.609619140625,1456.03564453125,-1
M40587-1-C,13,916.5866088867188,1500.7086181640625,1183.7742919921875,1842.4320068359375,-1
M40587-1-C,14,1001.0717163085938,1498.3302001953125,1246.2796630859375,1798.145263671875,-1
M40587-1-C,15,1353.38916015625,1207.4500732421875,1750.110595703125,1681.12060546875,-1
M40587-1-C,16,1180.6065673828125,1539.2274169921875,1376.2515869140625,1763.0740966796875,-1
M40587-1-C,17,1289.9996337890625,1450.652587890625,1546.1456298828125,1743.75,-1
M40587-1-C,18,1237.966064453125,1509.1650390625,1473.0728759765625,1765.3341064453125,-1
M40587-1-C,19,1875.453857421875,755.6044921875,2607.700439453125,1810.0975341796875,-1
M40587-1-C,20,1405.3773193359375,1458.0394287109375,1684.01318359375,1724.466796875,-1
M40587-1-C,21,715.5606079101562,1928.93359375,1154.467041015625,2473.803466796875,-1
M40587-1-C,22,1424.262451171875,1519.90673828125,1622.0389404296875,1699.083251953125,-1
M40587-1-C,23,975.6353149414062,1853.6390380859375,1248.2591552734375,2422.447509765625,-1
M40587-1-C,24,1683.5804443359375,1263.1561279296875,2445.838134765625,1998.63134765625,-1
M40587-1-C,25,1790.21044921875,1144.2952880859375,2613.705078125,1398.0081787109375,-1
M40587-1-C,26,2002.2110595703125,780.88427734375,2564.660400390625,1183.9036865234375,-1
M40587-1-C,27,1294.55224609375,1763.7462158203125,1675.8017578125,2379.96142578125,-1
M40587-1-C,28,625.1304321289062,2127.611083984375,984.4697875976562,2506.39697265625,-1
M40587-1-C,29,1949.7781982421875,1083.667724609375,2489.9345703125,1275.7427978515625,-1
M40587-1-C,30,2023.922607421875,981.7841186523438,2477.2509765625,1212.266845703125,-1
M40587-1-C,31,1639.49658203125,1558.689453125,2191.954345703125,1983.75830078125,-1
M40587-1-C,32,1963.8553466796875,1172.4561767578125,2616.904541015625,1753.1632080078125,-1
M40587-1-C,33,1298.516357421875,1900.845458984375,1706.7581787109375,2225.198486328125,-1
M40587-1-C,34,1643.8817138671875,1699.163330078125,1980.659912109375,2007.8785400390625,-1
M40587-1-C,35,2147.740478515625,1052.251220703125,2341.39111328125,1208.33349609375,-1
M40587-1-C,36,1304.0740966796875,2134.0078125,1652.15478515625,2406.7314453125,-1
M40587-1-C,37,2120.582763671875,1333.1778564453125,2312.66259765625,1482.6219482421875,-1
M40587-1-C,38,2098.796875,1367.422119140625,2252.71875,1503.25341796875,-1
M40587-1-C,39,713.2340698242188,2431.482177734375,1225.9859619140625,2826.765380859375,-1
M40587-1-C,40,638.8597412109375,2499.062744140625,1040.137939453125,2858.677734375,-1
M40587-1-C,41,1645.6390380859375,2038.977294921875,2023.2392578125,2569.787841796875,-1
M40587-1-C,42,937.0838623046875,2487.149169921875,1262.3021240234375,2783.34716796875,-1
M40587-1-C,43,2600.33935546875,676.4016723632812,3055.70947265625,1743.318359375,-1
M40587-1-C,44,2032.9010009765625,1773.1812744140625,2651.28857421875,2466.634765625,-1
M40587-1-C,45,1219.920654296875,2435.052734375,1798.30224609375,3039.283447265625,-1
M40587-1-C,46,2640.633056640625,744.6129760742188,3011.1845703125,1262.2596435546875,-1
M40587-1-C,47,2683.179931640625,716.4209594726562,2975.8896484375,1001.89697265625,-1
