image_name,scroll_number,xmin,ymin,xmax,ymax,iou
M40634-1-E,1,322.68707275390625,170.81765747070312,1050.107177734375,996.887939453125,0.9161830544471741
M40634-1-E,2,1085.9962158203125,168.9574432373047,1516.4190673828125,571.3173828125,0.7268102765083313
M40634-1-E,3,386.58245849609375,1054.444580078125,575.0205078125,1419.5732421875,0.7121874094009399
M40634-1-E,4,429.76837158203125,1008.4107055664062,1094.7901611328125,2614.1064453125,0.7984767556190491
M40634-1-E,5,1086.4039306640625,599.2606811523438,1416.5238037109375,975.7764892578125,0.8959089517593384
M40634-1-E,6,1088.08837890625,980.0887451171875,1394.729736328125,1287.58642578125,0.7015568614006042
M40634-1-E,7,1568.7293701171875,254.8729705810547,1817.6112060546875,694.0983276367188,0.8827701210975647
M40634-1-E,8,1043.5433349609375,1305.9178466796875,1455.9530029296875,1583.618408203125,0.8548634648323059
M40634-1-E,9,1755.3099365234375,254.0350799560547,2663.785400390625,1106.3009033203125,0.8053896427154541
M40634-1-E,10,1597.5946044921875,1105.8355712890625,1944.7548828125,1512.37353515625,0.7992801070213318
M40634-1-E,11,1106.7159423828125,1619.2230224609375,1421.810791015625,1883.826904296875,0.7971989512443542
M40634-1-E,12,1701.2847900390625,1132.8758544921875,2611.7919921875,2742.63671875,0.8995359539985657
M40634-1-E,13,1154.4803466796875,1912.5604248046875,1447.1741943359375,2187.5498046875,0.7936963438987732
M40634-1-E,14,1570.859130859375,1578.810546875,1828.763427734375,1905.8037109375,0.6789471507072449
M40634-1-E,15,304.41644287109375,2282.4775390625,692.0588989257812,2618.961669921875,0.7373837828636169
M40634-1-E,16,1701.2847900390625,1132.8758544921875,2611.7919921875,2742.63671875,0.012790486216545105
M40634-1-E,17,1170.71923828125,2247.885009765625,1474.920654296875,2691.817626953125,0.8959847092628479
M40634-1-E,18,352.0425109863281,2582.38720703125,1200.1778564453125,3051.693603515625,0.9008997678756714
M40634-1-E,19,2644.41943359375,175.52601623535156,3358.61865234375,1054.353271484375,0.8707760572433472
M40634-1-E,20,2687.37548828125,1014.0445556640625,3514.515869140625,1742.793212890625,0.8844648599624634
M40634-1-E,21,1326.271240234375,2627.330810546875,2494.894775390625,3771.751953125,0.8828078508377075
M40634-1-E,22,3075.162841796875,2433.217529296875,3674.197509765625,3026.370361328125,0.0
M40634-1-E,23,2613.4853515625,1826.420654296875,3184.6865234375,2559.41845703125,0.787980854511261
M40634-1-E,24,855.123046875,3164.021728515625,1284.14501953125,3731.34619140625,0.029796738177537918
M40634-1-E,25,855.123046875,3164.021728515625,1284.14501953125,3731.34619140625,0.7169342041015625
M40634-1-E,26,3427.080322265625,253.00521850585938,3838.219482421875,578.6920166015625,0.7755787372589111
M40634-1-E,27,3466.301513671875,605.462158203125,3858.395263671875,925.809814453125,0.8724586963653564
M40634-1-E,28,2656.069580078125,2551.2197265625,3045.212158203125,3134.747802734375,0.5990082025527954
M40634-1-E,29,355.5025939941406,3652.15966796875,782.128173828125,4030.988525390625,0.1086869165301323
M40634-1-E,30,355.5025939941406,3652.15966796875,782.128173828125,4030.988525390625,0.8812229037284851
M40634-1-E,31,3182.68212890625,1795.2469482421875,3713.468994140625,2431.26318359375,0.6206033229827881
M40634-1-E,32,3546.0869140625,931.6242065429688,3825.058837890625,1353.0709228515625,0.8020094037055969
M40634-1-E,33,2656.069580078125,2551.2197265625,3045.212158203125,3134.747802734375,0.8167163133621216
M40634-1-E,34,2245.451904296875,3078.43798828125,2781.937255859375,4163.08642578125,0.8727506399154663
M40634-1-E,35,3536.200439453125,1462.8087158203125,3820.09375,1768.562744140625,0.8373765349388123
M40634-1-E,36,3427.080322265625,253.00521850585938,3838.219482421875,578.6920166015625,0.009007742628455162
M40634-1-E,37,904.1394653320312,3798.79638671875,1206.026123046875,4099.2509765625,0.7607535719871521
M40634-1-E,38,3075.162841796875,2433.217529296875,3674.197509765625,3026.370361328125,0.9347454905509949
M40634-1-E,39,1270.775634765625,3743.2998046875,1669.7139892578125,4164.80517578125,0.8939244747161865
M40634-1-E,40,1759.514404296875,3575.37548828125,2273.595947265625,4147.24560546875,0.8216027617454529
M40634-1-E,41,3893.13134765625,682.0452880859375,4267.65625,997.9674682617188,0.8945930004119873
